fighter_name,Height,Weight,Reach,Stance,DOB,SLpM,Str_Acc,SApM,Str_Def,TD_Avg,TD_Acc,TD_Def,Sub_Avg,classification
Sean Brady,"5' 10""",170 lbs.,"72""",Orthodox,"Nov 23, 1992",4.72,55%,3.60,63%,2.69,60%,100%,1.2,submission specialist
Joe Brammer,"5' 8""",155 lbs.,,Orthodox,"Aug 23, 1983",2.15,31%,2.80,56%,0.81,50%,50%,0.0,striker
David Branch,"6' 1""",185 lbs.,"78""",Orthodox,"Sep 26, 1981",1.66,39%,1.91,56%,2.55,32%,43%,0.0,grappler
Martin Bravo,"5' 8""",145 lbs.,"71""",Southpaw,"Sep 21, 1993",7.66,39%,5.72,51%,2.60,35%,85%,0.0,striker
Diego Brandao,"5' 7""",145 lbs.,"64""",Orthodox,"May 27, 1987",2.94,47%,3.38,62%,3.21,68%,80%,0.6,grappler
Charlie Brenneman,"5' 10""",155 lbs.,"70""",Orthodox,"Feb 09, 1981",1.52,56%,1.55,46%,4.23,42%,72%,0.0,grappler
Robert Breslin,"5' 11""",155 lbs.,,,,2.21,46%,3.50,66%,1.38,100%,50%,0.0,striker
Jason Brilz,"5' 11""",205 lbs.,"71""",Orthodox,"Jul 07, 1975",2.66,40%,1.78,65%,2.37,25%,25%,1.3,submission specialist
Marcus Brimage,"5' 4""",135 lbs.,"71""",Southpaw,"Apr 06, 1985",3.97,35%,3.64,56%,0.56,100%,80%,0.0,striker
Antwain Britt,"6' 1""",205 lbs.,"77""",,"May 09, 1978",1.46,39%,2.81,44%,1.56,40%,50%,0.0,grappler
Jonathan Brookins,"6' 0""",145 lbs.,"74""",Southpaw,"Aug 13, 1985",2.69,39%,3.63,56%,1.94,17%,80%,0.3,striker
Will Brooks,"5' 10""",155 lbs.,"72""",Orthodox,"Oct 08, 1986",4.26,59%,2.54,56%,2.08,51%,82%,0.3,striker
Jarred Brooks,"5' 3""",125 lbs.,"62""",Switch,"May 02, 1993",2.12,46%,1.66,62%,4.54,57%,69%,0.6,grappler
Mike Brown,"5' 6""",145 lbs.,"70""",Orthodox,"Sep 08, 1975",2.98,44%,2.45,60%,3.23,40%,66%,0.6,grappler
Matt Brown,"6' 0""",170 lbs.,"75""",Orthodox,"Jan 10, 1981",3.69,54%,2.67,55%,1.56,44%,63%,1.4,submission specialist
TJ Brown,"5' 9""",145 lbs.,"72""",Switch,"May 22, 1990",3.22,42%,2.21,50%,4.92,60%,40%,0.4,grappler
Damien Brown,"5' 10""",155 lbs.,"68""",Orthodox,"Dec 25, 1984",3.66,38%,4.86,50%,0.68,27%,53%,0.7,striker
Randy Brown,"6' 3""",170 lbs.,"78""",Orthodox,"Jul 08, 1990",3.67,47%,2.80,53%,1.00,46%,71%,0.6,striker
Junie Browning,"5' 9""",155 lbs.,,Orthodox,"May 12, 1984",3.76,48%,1.76,66%,3.53,66%,0%,3.5,submission specialist
Humberto Brown Morrison,"5' 10""",145 lbs.,,,"Nov 03, 1984",1.71,50%,2.19,62%,1.43,25%,0%,0.0,striker
Travis Browne,"6' 6""",255 lbs.,"79""",Orthodox,"Jul 17, 1982",2.93,41%,4.31,42%,1.21,68%,75%,0.2,striker
Cody Brundage,"6' 0""",205 lbs.,"72""",Orthodox,"May 16, 1994",7.97,82%,6.29,6%,6.29,33%,0%,0.0,striker
Steve Bruno,"5' 10""",170 lbs.,,Orthodox,"Nov 03, 1981",0.96,52%,3.38,36%,1.94,25%,46%,0.4,grappler
Fernando Bruno,"5' 6""",145 lbs.,,,"Feb 24, 1982",1.75,39%,1.78,48%,2.02,22%,56%,0.5,grappler
Derek Brunson,"6' 1""",185 lbs.,"77""",Southpaw,"Jan 04, 1984",3.46,47%,2.72,53%,3.11,33%,94%,0.5,striker
Julia Budd,"5' 7""",145 lbs.,"67""",,"Jul 04, 1983",2.42,74%,1.18,47%,3.60,57%,83%,0.0,grappler
Joaquin Buckley,"5' 10""",185 lbs.,"76""",Southpaw,"Apr 27, 1994",4.58,36%,5.46,51%,0.60,16%,100%,0.0,striker
Paul Buentello,"6' 2""",245 lbs.,"77""",Orthodox,"Jan 16, 1974",3.29,45%,3.83,52%,0.19,33%,39%,0.4,striker
Wuliji Buren,"5' 9""",135 lbs.,"69""",Orthodox,"Mar 01, 1989",1.63,42%,2.96,56%,3.38,42%,71%,0.4,grappler
Shane Burgos,"5' 11""",145 lbs.,"75""",Orthodox,"Mar 19, 1991",7.31,50%,5.81,60%,0.30,100%,89%,0.1,striker
Joshua Burkman,"5' 10""",170 lbs.,"72""",Orthodox,"Apr 10, 1980",2.69,43%,3.13,51%,2.53,36%,72%,0.3,striker
Mads Burnell,"5' 8""",145 lbs.,"69""",Orthodox,"Mar 06, 1994",1.28,41%,2.71,51%,3.45,47%,22%,0.4,grappler
Kevin Burns,"5' 10""",170 lbs.,"74""",Orthodox,"Mar 03, 1980",2.74,38%,4.30,52%,0.28,50%,47%,0.8,striker
Herbert Burns,"5' 9""",145 lbs.,"73""",Orthodox,"Feb 02, 1988",1.67,45%,5.02,33%,4.64,83%,75%,2.8,submission specialist
Gilbert Burns,"5' 10""",170 lbs.,"71""",Orthodox,"Jul 20, 1986",3.22,45%,3.04,54%,2.08,35%,50%,0.7,striker
Bubba Bush,"6' 0""",185 lbs.,,Orthodox,"Jul 24, 1985",0.63,55%,7.01,25%,2.82,50%,60%,0.0,grappler
George Bush,"6' 1""",205 lbs.,,,,6.35,64%,2.31,55%,17.31,66%,0%,0.0,grappler
Murilo Bustamante,"6' 2""",183 lbs.,,Orthodox,"Jul 30, 1966",1.33,32%,1.90,60%,2.46,33%,54%,1.2,submission specialist
Jason Butcher,"6' 3""",185 lbs.,,,"Oct 23, 1984",1.82,40%,2.73,25%,13.64,50%,0%,0.0,grappler
JP Buys,"5' 5""",125 lbs.,"67""",Orthodox,"Apr 30, 1996",2.66,45%,3.05,43%,2.22,50%,33%,2.2,submission specialist
Dennis Buzukja,"5' 9""",145 lbs.,"71""",Switch,"Oct 01, 1997",3.80,46%,6.80,35%,2.00,25%,100%,1.0,submission specialist
Charles Byrd,"5' 10""",185 lbs.,"73""",Orthodox,"Oct 11, 1983",3.43,55%,2.63,55%,2.50,50%,40%,1.5,submission specialist
Steve Byrnes,"6' 0""",170 lbs.,,Orthodox,,1.20,51%,2.67,27%,3.00,60%,0%,4.0,submission specialist
Yan Cabral,"5' 11""",155 lbs.,"73""",Orthodox,"May 13, 1983",2.02,47%,1.98,62%,2.89,35%,37%,1.2,submission specialist
Alex Caceres,"5' 10""",145 lbs.,"73""",Southpaw,"Jun 20, 1988",4.10,50%,2.82,65%,0.57,78%,64%,0.8,striker
Darrion Caldwell,"5' 10""",135 lbs.,,,"Dec 19, 1987",0.85,34%,0.57,60%,3.41,66%,100%,0.8,grappler
Joanne Calderwood,"5' 6""",125 lbs.,"65""",Orthodox,"Dec 23, 1985",6.59,49%,4.40,53%,1.80,55%,58%,0.5,striker
Cynthia Calvillo,"5' 4""",125 lbs.,"64""",Orthodox,"Jul 13, 1987",4.18,41%,3.52,67%,1.85,44%,71%,1.1,submission specialist
Frank Camacho,"5' 10""",170 lbs.,"73""",Orthodox,"May 18, 1989",6.67,46%,7.31,52%,1.17,45%,72%,0.0,striker
Fabricio Camoes,"5' 10""",155 lbs.,"71""",Orthodox,"Dec 23, 1978",1.29,33%,1.85,61%,2.34,32%,20%,1.5,submission specialist
Chris Camozzi,"6' 2""",185 lbs.,"75""",Orthodox,"Nov 20, 1986",3.57,44%,2.96,56%,0.27,19%,57%,0.5,striker
Mike Campbell,"5' 9""",155 lbs.,,Southpaw,,1.40,26%,1.40,63%,5.26,100%,0%,0.0,grappler
Shane Campbell,"6' 0""",155 lbs.,"71""",Orthodox,"Jan 21, 1987",3.99,59%,3.19,55%,1.36,28%,82%,0.0,striker
Wagner Campos,"5' 6""",145 lbs.,,Southpaw,"Jul 31, 1981",1.54,41%,2.53,51%,2.71,100%,0%,0.0,grappler
Will Campuzano,"5' 9""",125 lbs.,"70""",Orthodox,"May 27, 1986",2.43,31%,3.82,57%,0.88,45%,48%,0.2,striker
Chico Camus,"5' 6""",125 lbs.,"66""",Orthodox,"Jan 26, 1985",2.58,41%,2.46,64%,0.77,40%,72%,0.4,striker
Aleksa Camur,"6' 1""",205 lbs.,"74""",Orthodox,"Sep 25, 1995",3.94,54%,2.49,57%,0.84,33%,20%,0.0,striker
Ronaldo Candido,"5' 6""",125 lbs.,,Southpaw,"Apr 24, 1989",1.67,42%,3.87,52%,8.00,53%,0%,5.0,submission specialist
Guido Cannetti,"5' 6""",135 lbs.,"68""",Southpaw,"Dec 19, 1979",2.85,51%,2.17,50%,2.64,50%,75%,0.3,striker
Luiz Cane,"6' 2""",185 lbs.,"77""",Southpaw,"Apr 24, 1981",4.79,41%,5.00,60%,0.56,28%,100%,0.3,striker
Jared Cannonier,"5' 11""",185 lbs.,"77""",Switch,"Mar 16, 1984",3.70,52%,3.09,64%,0.16,33%,54%,0.0,striker
Phil Caracappa,"5' 8""",135 lbs.,"70""",Orthodox,"Jun 05, 1992",2.93,50%,4.07,29%,1.00,8%,100%,1.0,submission specialist
Steve Cantwell,"6' 2""",185 lbs.,"75""",Orthodox,"Dec 08, 1986",3.63,34%,5.76,55%,0.65,30%,80%,0.7,striker
Gina Carano,"5' 8""",145 lbs.,,Orthodox,"Apr 16, 1982",4.50,47%,2.66,64%,1.24,66%,85%,1.6,submission specialist
Bryan Caraway,"5' 8""",135 lbs.,"68""",Orthodox,"Aug 04, 1984",2.53,34%,3.61,54%,2.57,25%,80%,0.8,grappler
Chris Cariaso,"5' 3""",125 lbs.,"64""",Southpaw,"May 27, 1981",3.35,43%,2.23,61%,1.11,39%,57%,0.8,striker
Antonio Carlos Junior,"6' 2""",185 lbs.,"79""",Orthodox,"Mar 16, 1990",1.95,42%,2.14,52%,3.42,39%,53%,0.8,grappler
Spike Carlyle,"5' 8""",145 lbs.,"71""",Switch,"May 06, 1993",2.55,54%,3.85,30%,3.34,36%,57%,0.5,grappler
Francis Carmont,"6' 3""",205 lbs.,"78""",Orthodox,"Oct 11, 1981",2.22,42%,1.64,59%,1.79,36%,73%,0.6,striker
Liz Carmouche,"5' 6""",125 lbs.,"66""",Orthodox,"Feb 19, 1984",2.78,54%,2.51,61%,2.57,51%,65%,0.3,striker
Roan Carneiro,"5' 11""",170 lbs.,"76""",Orthodox,"Jun 02, 1978",1.46,46%,1.82,62%,3.05,42%,83%,1.4,submission specialist
Shonie Carter,"5' 10""",170 lbs.,,Southpaw,"May 03, 1972",1.62,36%,2.32,47%,0.75,66%,75%,0.0,striker
Rafael Carvalho,"6' 3""",185 lbs.,,,"Jul 27, 1986",1.94,50%,1.84,54%,2.77,40%,70%,0.0,grappler
Shane Carwin,"6' 2""",265 lbs.,"80""",Orthodox,"Jan 04, 1975",4.38,47%,3.53,53%,1.42,33%,42%,0.0,striker
Johnny Case,"5' 10""",155 lbs.,"72""",Orthodox,"Jun 28, 1989",3.95,38%,2.66,61%,1.70,45%,72%,0.2,striker
Kevin Casey,"5' 11""",185 lbs.,"77""",Southpaw,"Jun 15, 1981",2.27,53%,3.76,46%,0.79,22%,27%,0.4,striker
Cortney Casey,"5' 7""",125 lbs.,"67""",Orthodox,"May 05, 1987",4.33,38%,4.19,52%,0.28,27%,38%,0.6,striker
Brandon Cash,"6' 5""",255 lbs.,,Orthodox,,5.42,72%,0.68,33%,10.17,66%,0%,0.0,grappler
John Castaneda,"5' 6""",135 lbs.,"71""",Switch,"Dec 18, 1991",4.17,49%,5.07,55%,0.86,25%,60%,0.0,striker
Gil Castillo,"5' 9""",170 lbs.,,Southpaw,"Oct 21, 1965",0.60,45%,2.22,44%,3.33,45%,50%,0.0,grappler
Jenna Castillo,"5' 2""",125 lbs.,,,"May 05, 1982",3.24,56%,2.01,57%,1.68,100%,100%,0.0,striker
Danny Castillo,"5' 9""",155 lbs.,"71""",Orthodox,"Aug 25, 1979",2.57,42%,1.96,62%,2.95,38%,63%,0.2,grappler
Nick Catone,"6' 0""",185 lbs.,"72""",Southpaw,"Sep 01, 1981",2.11,44%,2.32,63%,3.71,44%,83%,0.5,grappler
Luke Caudillo,"5' 7""",155 lbs.,,Orthodox,"Nov 30, 1980",1.97,28%,5.07,55%,0.44,20%,85%,0.0,striker
Gesias Cavalcante,"5' 8""",155 lbs.,"71""",Orthodox,"Jul 06, 1983",1.98,35%,3.11,51%,1.25,36%,66%,1.1,submission specialist
Rafael Cavalcante,"6' 1""",205 lbs.,"74""",Orthodox,"Apr 14, 1980",2.71,53%,3.62,49%,0.60,40%,63%,0.1,striker
Adam Cella,"6' 2""",170 lbs.,,,"Jun 26, 1985",1.91,42%,2.61,51%,3.92,75%,50%,1.3,submission specialist
Henry Cejudo,"5' 4""",135 lbs.,"64""",Orthodox,"Feb 09, 1987",3.92,45%,2.77,65%,2.12,33%,93%,0.2,striker
Magnus Cedenblad,"6' 5""",185 lbs.,"79""",Orthodox,"Apr 10, 1982",2.38,51%,3.02,40%,2.87,64%,66%,1.0,submission specialist
Luan Chagas,"6' 0""",170 lbs.,"75""",Orthodox,"Jun 17, 1993",4.16,47%,3.19,62%,0.32,12%,85%,0.3,striker
Donald Cerrone,"6' 1""",155 lbs.,"73""",Orthodox,"Mar 29, 1983",4.43,46%,4.46,53%,1.19,33%,73%,1.2,submission specialist
Alex Chambers,"5' 3""",115 lbs.,"63""",Southpaw,"Oct 25, 1978",2.97,54%,5.10,50%,2.31,41%,53%,1.0,submission specialist
Michael Chandler,"5' 8""",155 lbs.,"71""",Orthodox,"Apr 24, 1986",4.29,49%,3.76,52%,2.37,41%,80%,1.4,submission specialist
Emilio Chavez,"5' 9""",145 lbs.,,,,2.73,48%,1.53,54%,3.00,50%,0%,0.0,grappler
Ernest Chavez,"5' 8""",145 lbs.,"70""",Orthodox,"Jun 27, 1983",2.79,40%,3.89,59%,0.89,33%,50%,0.0,striker
Danny Chavez,"5' 8""",145 lbs.,"67""",Orthodox,"Mar 14, 1987",2.93,39%,4.17,53%,2.50,100%,84%,0.0,striker
Mark Cherico,"5' 7""",145 lbs.,"69""",Orthodox,"May 12, 1986",3.69,34%,7.37,56%,5.03,50%,0%,0.0,grappler
Macy Chiasson,"5' 11""",135 lbs.,"72""",Orthodox,"Jul 27, 1991",4.16,49%,2.17,46%,0.98,21%,64%,0.5,striker
Giga Chikadze,"6' 0""",145 lbs.,"74""",Orthodox,"Aug 25, 1988",3.45,43%,2.65,60%,0.38,33%,68%,0.0,striker
Michael Chiesa,"6' 1""",170 lbs.,"75""",Southpaw,"Dec 07, 1987",1.89,40%,1.71,54%,3.60,52%,68%,0.9,grappler
Khamzat Chimaev,"6' 2""",170 lbs.,"75""",Orthodox,"May 01, 1994",9.03,72%,0.10,66%,4.67,75%,0%,3.1,submission specialist
Mu Bae Choi,"6' 2""",230 lbs.,,Orthodox,"Jun 27, 1970",1.55,49%,3.65,44%,3.12,75%,60%,1.0,submission specialist
Dooho Choi,"5' 10""",145 lbs.,"70""",Orthodox,"Apr 10, 1991",5.32,51%,6.38,53%,0.41,20%,50%,0.0,striker
Hong Man Choi,"7' 2""",330 lbs.,,Orthodox,"Oct 30, 1980",1.32,26%,1.46,36%,0.71,100%,84%,0.0,striker
SeungWoo Choi,"6' 0""",145 lbs.,"74""",Orthodox,"Nov 03, 1992",3.17,41%,2.45,46%,1.03,57%,66%,0.0,striker
John Cholish,"5' 11""",155 lbs.,"74""",Orthodox,"Dec 17, 1983",2.65,49%,2.29,73%,1.82,31%,78%,0.4,striker
Ryo Chonan,"5' 9""",170 lbs.,"70""",Orthodox,"Oct 08, 1976",2.57,43%,2.25,60%,0.61,41%,39%,0.3,striker
Katlyn Chookagian,"5' 9""",125 lbs.,"68""",Orthodox,"Dec 28, 1988",4.22,34%,4.23,63%,0.27,15%,51%,0.5,striker
Murad Chunkaiev,"5' 11""",185 lbs.,,Orthodox,,0.85,16%,3.41,66%,8.53,100%,0%,0.0,grappler
Hannah Cifers,"5' 1""",115 lbs.,"62""",Orthodox,"Jun 26, 1992",4.99,44%,5.39,52%,0.26,100%,64%,0.3,striker
Misha Cirkunov,"6' 3""",205 lbs.,"77""",Orthodox,"Feb 27, 1987",4.18,51%,3.22,60%,4.28,57%,71%,2.3,submission specialist
Logan Clark,"6' 2""",185 lbs.,,Orthodox,"Feb 16, 1985",2.20,54%,1.49,53%,0.31,100%,30%,2.1,submission specialist
Devin Clark,"6' 0""",205 lbs.,"75""",Orthodox,"Apr 12, 1990",3.33,57%,2.43,48%,2.70,36%,76%,0.1,striker
Jessica-Rose Clark,"5' 5""",125 lbs.,"64""",Orthodox,"Nov 28, 1987",4.68,51%,3.98,60%,1.01,55%,73%,0.4,striker
Heather Clark,"5' 6""",115 lbs.,"64""",Orthodox,"Sep 19, 1980",3.69,49%,5.62,50%,0.33,4%,80%,0.3,striker
Rich Clementi,"5' 9""",155 lbs.,"72""",Southpaw,"Mar 31, 1976",1.43,37%,2.29,60%,1.72,42%,25%,1.1,submission specialist
Mitch Clarke,"5' 10""",155 lbs.,"73""",Orthodox,"Nov 24, 1985",2.35,34%,3.27,47%,0.64,15%,50%,0.4,striker
Josh Clopton,"5' 6""",145 lbs.,,Orthodox,"Jul 11, 1981",1.60,64%,2.87,50%,2.00,66%,75%,0.0,grappler
Dakota Cochrane,"5' 8""",155 lbs.,,,"May 01, 1986",2.66,75%,2.66,30%,4.43,33%,0%,0.0,grappler
Marloes Coenen,"5' 9""",145 lbs.,"67""",,"Mar 31, 1981",2.15,51%,1.90,67%,0.82,30%,41%,2.5,submission specialist
John Cofer,"5' 9""",155 lbs.,,Southpaw,"Apr 29, 1984",2.73,41%,3.43,62%,1.22,50%,64%,0.0,striker
Felipe Colares,"5' 8""",135 lbs.,"69""",Orthodox,"Mar 31, 1994",1.13,42%,3.00,32%,2.00,25%,34%,1.0,submission specialist
Wayne Cole,"6' 1""",205 lbs.,,Orthodox,,0.57,20%,8.33,27%,4.31,25%,0%,4.3,submission specialist
Devin Cole,"6' 4""",240 lbs.,,Orthodox,"Oct 01, 1976",3.50,55%,2.14,48%,2.18,42%,66%,0.0,striker
Mark Coleman,"6' 1""",205 lbs.,"75""",Orthodox,"Dec 20, 1964",1.88,52%,2.62,40%,3.89,40%,50%,0.8,grappler
Clay Collard,"5' 11""",145 lbs.,"73""",Orthodox,"Mar 10, 1993",4.22,32%,5.00,50%,2.81,39%,71%,0.5,striker
Jamie Colleen,"5' 3""",115 lbs.,"65""",Orthodox,"Nov 02, 1985",3.11,61%,5.66,33%,0.52,33%,50%,1.6,submission specialist
Jake Collier,"6' 3""",230 lbs.,"78""",Orthodox,"Oct 25, 1988",4.92,41%,4.09,53%,0.57,23%,67%,0.4,striker
Carlos Condit,"6' 2""",170 lbs.,"75""",Orthodox,"Apr 26, 1984",3.63,39%,2.49,56%,0.62,54%,39%,1.0,submission specialist
Montserrat Conejo,"5' 0""",115 lbs.,"61""",Southpaw,"Feb 03, 1993",1.00,36%,2.07,52%,4.00,80%,0%,2.0,submission specialist
Marcos Conrado Jr.,"6' 2""",220 lbs.,,Orthodox,"Mar 14, 1982",1.60,34%,9.69,35%,1.84,14%,0%,0.0,grappler
TJ Cook,,205 lbs.,,,"Sep 08, 1982",2.30,47%,3.18,54%,1.01,50%,0%,0.0,striker
Mike Cook,"6' 1""",205 lbs.,,Orthodox,,1.72,49%,2.40,46%,1.03,33%,55%,2.1,submission specialist
Amanda Cooper,"5' 3""",115 lbs.,"64""",Switch,"Oct 22, 1991",3.55,44%,3.20,51%,1.53,38%,28%,1.8,submission specialist
Akira Corassani,"5' 8""",145 lbs.,"68""",Orthodox,"Aug 27, 1982",3.25,45%,4.91,50%,0.70,28%,86%,0.0,striker
Daniel Cormier,"5' 11""",235 lbs.,"72""",Orthodox,"Mar 20, 1979",4.25,52%,2.92,54%,1.83,44%,80%,0.4,striker
Bethe Correia,"5' 5""",135 lbs.,"64""",Orthodox,"Jun 22, 1983",4.39,44%,4.56,58%,0.44,20%,84%,0.0,striker
Louis Cosce,"5' 9""",170 lbs.,"71""",Orthodox,"Aug 27, 1995",8.22,48%,9.30,48%,1.07,11%,0%,0.0,striker
Tracy Cortez,"5' 5""",135 lbs.,"65""",Orthodox,"Dec 10, 1993",3.67,53%,1.98,62%,3.00,42%,85%,0.0,striker
Orion Cosce,"5' 11""",170 lbs.,"71""",Switch,"Jul 15, 1994",4.56,62%,1.97,56%,1.02,100%,70%,0.0,striker
Patrick Cote,"5' 11""",170 lbs.,"75""",Orthodox,"Feb 29, 1980",2.81,48%,3.21,48%,0.68,20%,43%,0.2,striker
JC Cottrell,"5' 9""",155 lbs.,,Orthodox,"Nov 04, 1989",0.79,25%,2.75,45%,0.79,100%,50%,0.0,striker
Ryan Couture,"5' 10""",155 lbs.,"73""",Orthodox,"Aug 27, 1982",3.54,45%,2.87,54%,1.55,29%,46%,1.3,submission specialist
Colby Covington,"5' 11""",170 lbs.,"72""",Orthodox,"Feb 22, 1988",4.12,38%,2.86,55%,4.61,50%,75%,0.1,grappler
Jeff Cox,"5' 10""",155 lbs.,,Orthodox,"Aug 02, 1968",0.56,25%,1.69,33%,4.23,50%,80%,0.0,grappler
Nathan Coy,"5' 10""",170 lbs.,"69""",Southpaw,"Jul 24, 1978",3.88,52%,2.40,61%,3.17,47%,50%,0.0,striker
Andrew Craig,"6' 1""",170 lbs.,"76""",Orthodox,"Jan 15, 1986",2.39,40%,3.01,50%,0.53,37%,72%,0.0,striker
Paul Craig,"6' 3""",205 lbs.,"76""",Orthodox,"Nov 27, 1987",2.40,49%,2.43,49%,2.11,26%,55%,1.5,submission specialist
Paul Creighton,"5' 6""",155 lbs.,,Southpaw,"Jun 04, 1970",0.72,75%,4.65,30%,5.37,37%,0%,0.0,grappler
Tim Credeur,"6' 3""",185 lbs.,"75""",Orthodox,"Jul 09, 1977",3.59,30%,3.13,57%,0.41,100%,50%,3.3,submission specialist
Randy Couture,"6' 1""",205 lbs.,"75""",Orthodox,"Jun 22, 1963",2.85,57%,1.53,59%,2.78,46%,58%,0.5,striker
Kevin Croom,"5' 11""",155 lbs.,"73""",Orthodox,"Jul 15, 1987",1.35,36%,3.22,31%,0.97,6%,50%,1.0,submission specialist
Ken Cross,"6' 0""",155 lbs.,"72""",Southpaw,"Oct 04, 1994",2.20,57%,1.40,55%,1.00,12%,66%,0.0,striker
Jeff Crotty,,155 lbs.,,,,0.93,35%,3.33,54%,5.00,38%,0%,1.0,submission specialist
Richard Crunkilton,"5' 7""",155 lbs.,,Orthodox,"Nov 25, 1979",1.72,41%,1.45,58%,4.08,61%,65%,1.3,submission specialist
Marcio Cruz,"6' 4""",232 lbs.,,Orthodox,"Apr 24, 1978",2.92,46%,1.51,68%,0.53,7%,37%,1.6,submission specialist
Jimmy Crute,"6' 2""",205 lbs.,"74""",Orthodox,"Mar 04, 1996",4.36,57%,2.31,54%,4.33,75%,60%,2.4,submission specialist
Dominick Cruz,"5' 8""",135 lbs.,"68""",Orthodox,"Mar 09, 1985",3.65,32%,2.42,72%,2.99,46%,83%,0.1,striker
Abel Cullum,"5' 7""",139 lbs.,,Orthodox,"Apr 21, 1987",1.82,40%,1.23,46%,4.01,52%,0%,2.8,submission specialist
Luke Cummo,"6' 0""",170 lbs.,"74""",Orthodox,"Apr 27, 1980",1.74,43%,1.50,59%,0.89,55%,42%,1.4,submission specialist
Alton Cunningham,"6' 2""",205 lbs.,"77""",Orthodox,"Jun 24, 1993",3.33,75%,4.94,20%,1.67,10%,100%,0.0,striker
Allen Crowder,"6' 3""",245 lbs.,"76""",Orthodox,"Nov 08, 1989",2.95,51%,2.95,56%,1.85,33%,100%,1.2,submission specialist
Patrick Cummins,"6' 2""",205 lbs.,"76""",Orthodox,"Nov 16, 1980",4.26,50%,3.35,55%,4.49,41%,28%,0.1,grappler
Kailin Curran,"5' 4""",115 lbs.,"65""",Orthodox,"Apr 11, 1991",3.89,43%,4.75,53%,2.00,57%,61%,0.6,striker
Jeff Curran,"5' 6""",135 lbs.,"69""",Orthodox,"Sep 02, 1977",1.54,31%,2.48,60%,0.35,12%,35%,1.2,submission specialist
Pat Curran,"5' 9""",145 lbs.,,,"Aug 31, 1987",4.70,58%,4.40,63%,2.50,62%,66%,0.0,striker
Daron Cruickshank,"5' 8""",155 lbs.,"72""",Switch,"Jun 11, 1985",2.88,38%,2.98,57%,2.04,41%,60%,0.2,striker
Ion Cutelaba,"6' 1""",205 lbs.,"75""",Southpaw,"Dec 14, 1993",5.10,39%,3.37,48%,2.41,71%,80%,0.0,striker
Henrique da Silva,"6' 3""",205 lbs.,"76""",Orthodox,"Sep 01, 1989",3.89,60%,5.28,40%,0.25,14%,22%,0.2,striker
Alex Da Silva,"5' 8""",155 lbs.,"73""",Orthodox,"Feb 04, 1996",2.07,46%,2.65,55%,2.75,43%,77%,0.4,grappler
Zak Cummings,"6' 0""",185 lbs.,"75""",Southpaw,"Aug 02, 1984",2.58,32%,2.83,55%,0.68,28%,65%,0.7,striker
Nicolas Dalby,"5' 11""",170 lbs.,"74""",Orthodox,"Nov 16, 1984",3.20,37%,3.57,55%,1.45,33%,63%,0.0,striker
Paul Daley,"5' 9""",170 lbs.,"76""",Orthodox,"Feb 21, 1983",3.14,47%,2.37,60%,0.91,40%,64%,0.0,striker
Richard Dalton,"6' 1""",205 lbs.,,Orthodox,,1.20,69%,3.27,25%,1.00,11%,0%,0.0,striker
Aisling Daly,"5' 2""",115 lbs.,"64""",Orthodox,"Dec 24, 1987",2.92,52%,1.40,55%,2.15,41%,33%,0.9,striker
Rodrigo Damm,"5' 7""",155 lbs.,"71""",Orthodox,"Feb 03, 1980",3.50,36%,5.61,57%,0.44,16%,80%,0.3,striker
Cindy Dandois,"5' 7""",135 lbs.,,Orthodox,"Oct 26, 1984",3.13,32%,3.40,58%,5.00,55%,0%,0.0,grappler
Jarjis Danho,"6' 3""",265 lbs.,"74""",Orthodox,"Oct 15, 1983",3.39,48%,5.77,47%,0.57,20%,100%,0.0,striker
Mac Danzig,"5' 8""",155 lbs.,"70""",Orthodox,"Jan 02, 1980",3.39,48%,3.44,57%,1.20,37%,46%,0.6,striker
Eduardo Dantas,"5' 10""",135 lbs.,,,"Feb 03, 1989",3.33,60%,3.00,60%,4.00,23%,100%,0.0,grappler
Karen Darabedyan,"5' 7""",155 lbs.,"68""",Orthodox,"Dec 18, 1986",3.43,51%,2.62,67%,2.14,75%,0%,0.0,striker
Beneil Dariush,"5' 10""",155 lbs.,"72""",Southpaw,"May 06, 1989",4.00,49%,2.72,59%,2.03,32%,81%,1.0,submission specialist
Kyle Daukaus,"6' 3""",185 lbs.,"76""",Southpaw,"Feb 27, 1993",3.69,59%,2.16,42%,2.33,41%,94%,1.7,submission specialist
Marcus Davis,"5' 10""",170 lbs.,"70""",Southpaw,"Aug 24, 1973",2.72,39%,2.79,65%,1.60,48%,47%,1.4,submission specialist
LC Davis,"5' 8""",135 lbs.,"69""",Southpaw,"Oct 28, 1980",2.04,30%,2.10,59%,2.27,46%,66%,0.2,grappler
Phil Davis,"6' 2""",205 lbs.,"79""",Orthodox,"Sep 25, 1984",2.85,34%,1.33,72%,2.99,38%,72%,0.6,grappler
Mike Davis,"6' 0""",145 lbs.,"72""",Orthodox,"Oct 07, 1992",6.24,53%,6.76,57%,1.39,33%,69%,0.0,striker
Lemont Davis,"5' 8""",170 lbs.,,Orthodox,,0.87,54%,1.27,55%,1.00,50%,0%,1.0,submission specialist
Alexis Davis,"5' 6""",135 lbs.,"68""",Orthodox,"Oct 04, 1984",4.18,47%,4.18,55%,0.94,40%,34%,0.8,striker
Brandon Davis,"5' 10""",135 lbs.,"72""",Orthodox,"May 08, 1990",4.65,35%,4.33,60%,0.71,45%,56%,0.1,striker
